geneIDs	a_cell	a_donor	geneIDs	b_cell	b_donor	geneIDs	g_cell	g_donor	geneIDs	d_cell	d_donor	geneIDs	acinar_cell	acinar_donor	geneIDs	ductal_cell	ductal_donor	geneIDs	correlation	sequenced	RefSeq	RPKM
																		'RNFT2'	0.23			
																		'PLAGL1'	0.23			
																		'LRRC16B'	0.23			
																		'CA5BP1'	0.23			
																		'FBXO46'	0.23			
																		'SCYL2'	0.23			
																		'TAF11'	0.23			
																		'NRP1'	0.23			
																		'NME6'	0.23			
																		'HINT1'	0.23			
																		'DUS3L'	0.23			
																		'ATL2'	0.23			
																		'METTL21B'	0.23			
																		'F11R'	0.23			
																		'LRRC8B'	0.23			
																		'COLGALT1'	0.23			
																		'ZBTB43'	0.23			
																		'MTRR'	0.23			
																		'TCP11L2'	0.23			
																		'PRPH2'	0.23			
																		'RUVBL1'	0.23			
																		'PM20D2'	0.23			
																		'SMIM12'	0.23			
																		'WBP1L'	0.23			
																		'MPP3'	0.22			
																		'OXCT1'	0.22			
																		'MIR6515'	0.22			
																		'SRSF1'	0.22			
																		'TMEM65'	0.22			
																		'NUP43'	0.22			
																		'ERV3-1'	0.22			
																		'CEP164'	0.22			
																		'BMP1'	0.22			
																		'LOC100128398'	0.22			
																		'SCARNA16'	0.22			
																		'NELFE'	0.22			
																		'RMDN1'	0.22			
																		'SLC6A8'	0.22			
																		'NMT1'	0.22			
																		'SNORA53'	0.22			
																		'RMDN3'	0.22			
																		'TLCD1'	0.22			
																		'KIAA1407'	0.22			
																		'GLIPR2'	0.22			
																		'ZNF8'	0.22			
																		'ACER3'	0.22			
																		'PRCP'	0.22			
																		'MTUS2'	0.22			
																		'MTHFS.uid_19684'	0.22			
																		'CCDC88A'	0.22			
																		'HCN4'	0.22			
																		'KLHL12'	0.22			
																		'B3GNT5'	0.22			
																		'ATP2B4'	0.22			
																		'RAB2B'	0.22			
																		'DIS3L2'	0.22			
																		'SNAI3-AS1'	0.22			
																		'PRICKLE3'	0.22			
																		'PCLO'	0.22			
																		'LOC100507540'	0.22			
																		'ZNF562'	0.22			
																		'MT2A'	0.22			
																		'DDX58'	0.22			
																		'PROX1'	0.22			
																		'SLC25A28'	0.22			
																		'MKRN2'	0.22			
																		'VPS4B'	0.22			
																		'ZDHHC21'	0.22			
																		'MPZL1'	0.22			
																		'LONRF2'	0.22			
																		'SETX'	0.22			
																		'SUOX'	0.22			
																		'ECHS1'	0.22			
																		'UBQLN2'	0.22			
																		'TJP1'	0.22			
																		'TTC36'	0.22			
																		'STOML2'	0.22			
																		'ZNF10'	0.22			
																		'LPIN3'	0.22			
																		'RNF139'	0.22			
																		'ZNF84.uid_17525'	0.22			
																		'ZNF503-AS2'	0.22			
																		'UBA6-AS1'	0.22			
																		'BRMS1'	0.22			
																		'DZIP1'	0.22			
																		'LZIC'	0.22			
																		'FHIT'	0.22			
																		'MXD1'	0.22			
																		'STX18'	0.22			
																		'PABPC1'	0.22			
																		'UBA1'	0.22			
																		'MTFP1'	0.22			
																		'ERRFI1'	0.22			
																		'PPARA'	0.22			
																		'SLC35A3'	0.22			
																		'KIAA1919'	0.22			
																		'PIKFYVE'	0.22			
																		'SH2D3C'	0.22			
																		'GSTCD'	0.22			
																		'MKRN1'	0.22			
																		'IRF2'	0.22			
																		'IREB2'	0.22			
																		'ATP1A1-AS1'	0.22			
																		'SLC35B3'	0.22			
																		'KCTD2'	0.22			
																		'CRYBA2'	0.22			
																		'DNAJC6'	0.22			
																		'ACTB'	0.22			
																		'NFKBIZ'	0.22			
																		'ROM1'	0.22			
																		'MAP3K9'	0.22			
																		'GGCT'	0.22			
																		'SETD7'	0.22			
																		'ZNF542P'	0.22			
																		'PCNX'	0.22			
																		'BEND7'	0.22			
																		'ZNF641'	0.22			
																		'TCF3'	0.22			
																		'HSCB'	0.22			
																		'CWC27'	0.22			
																		'CTNNAL1'	0.22			
																		'RTN4IP1'	0.22			
																		'CNOT10'	0.22			
																		'TOP1MT'	0.22			
																		'TAGLN3'	0.22			
																		'PEX1'	0.22			
																		'CACNB1'	0.22			
																		'SIX2'	0.22			
																		'TMCC2'	0.22			
																		'LMO2'	0.22			
																		'DDX51'	0.22			
																		'GSN'	0.22			
																		'DDX6'	0.22			
																		'F12'	0.22			
																		'GTF2B'	0.22			
																		'FBF1'	0.22			
																		'LRRFIP2'	0.22			
																		'WDR91'	0.22			
																		'PPP4R1'	0.22			
																		'EPSTI1'	0.22			
																		'BAG2'	0.22			
																		'SAMD3'	0.22			
																		'FLJ36777'	0.22			
																		'SLC44A4'	0.22			
																		'ABCD4'	0.22			
																		'CARF'	0.22			
																		'STPG1'	0.22			
																		'MAP4K5'	0.22			
																		'SYAP1'	0.22			
																		'SMPD3'	0.22			
																		'HPS3'	0.22			
																		'UIMC1'	0.22			
																		'MTMR2'	0.22			
																		'SFXN4'	0.22			
																		'TMEM138'	0.22			
																		'FAM181B'	0.22			
																		'NT5M'	0.22			
																		'PDE9A'	0.22			
																		'RUVBL2'	0.22			
																		'PPP3CC'	0.22			
																		'TMEM218'	0.22			
																		'MLLT10'	0.22			
																		'IRAK4'	0.22			
																		'DPH2'	0.22			
																		'FGFR4'	0.22			
																		'DIS3L'	0.22			
																		'ARL5A'	0.22			
																		'FAM46A'	0.22			
																		'PRMT7'	0.22			
																		'CSNK2A1'	0.22			
																		'MED1'	0.22			
																		'VIM'	0.22			
																		'SERPINB1'	0.22			
																		'SIGLEC15'	0.22			
																		'DND1'	0.22			
																		'EXOC2'	0.22			
																		'PCYOX1'	0.22			
																		'SPSB1'	0.22			
																		'SCRN3'	0.22			
																		'PLXNA2'	0.22			
																		'PRKAG2-AS1'	0.22			
																		'ATMIN'	0.22			
																		'DDX39A'	0.22			
																		'UBXN11'	0.22			
																		'WDR27'	0.22			
																		'GOPC'	0.22			
																		'C19orf48'	0.22			
																		'ME3'	0.22			
																		'C5orf22'	0.22			
																		'PTGER4'	0.22			
																		'GCNT4'	0.22			
																		'ZNF507'	0.22			
																		'SLC26A2'	0.22			
																		'GANC'	0.22			
																		'SOS2'	0.22			
																		'KDSR'	0.22			
																		'ALKBH1'	0.22			
																		'SMARCAL1'	0.22			
																		'MSL3'	0.22			
																		'CYB5RL'	0.22			
																		'GPATCH2'	0.22			
																		'IFT20'	0.22			
																		'ZNF394'	0.22			
																		'WDSUB1'	0.22			
																		'C7orf31'	0.22			
																		'RBM47'	0.22			
																		'ATRN'	0.22			
																		'HNRNPUL2'	0.22			
																		'ATP5S'	0.22			
																		'APTX'	0.22			
																		'POLR3A'	0.22			
																		'IKBKE'	0.22			
																		'USP28'	0.22			
																		'ERMP1'	0.22			
																		'LOC158960'	0.22			
																		'MYCBP2'	0.22			
																		'NS3BP'	0.22			
																		'ZNF207'	0.22			
																		'ZSCAN21'	0.22			
																		'PHF3'	0.22			
																		'SKIV2L2'	0.22			
																		'WDR45'	0.22			
																		'SEC16B'	0.22			
																		'PKN2'	0.22			
																		'CDCA4'	0.22			
																		'MPND'	0.22			
																		'HCG18'	0.22			
																		'ANAPC15'	0.22			
																		'LOC101926935'	0.22			
																		'COPS2'	0.22			
																		'TRIM24'	0.22			
																		'CCDC153'	0.22			
																		'DNAJB1'	0.22			
																		'ANK2'	0.22			
																		'CCDC158'	0.22			
																		'KHNYN'	0.22			
																		'GSPT1'	0.22			
																		'SNRNP48'	0.22			
																		'STRN'	0.22			
																		'PCNT'	0.22			
																		'ZNF252P'	0.22			
																		'PPP2R2B'	0.22			
																		'ERVK13-1'	0.22			
																		'C21orf119'	0.22			
																		'ZBTB11'	0.22			
																		'MLLT4'	0.22			
																		'IFI35'	0.22			
																		'HSH2D'	0.22			
																		'UBL7'	0.22			
																		'ENKD1'	0.22			
																		'AHCYL2'	0.22			
																		'CNTN5'	0.22			
																		'MECR'	0.22			
																		'MLH3'	0.22			
																		'CDK2AP2'	0.22			
																		'FKBP14'	0.22			
																		'UBLCP1'	0.22			
																		'TNRC6A'	0.22			
																		'PNMA2'	0.22			
																		'CD2AP'	0.22			
																		'ADCY6'	0.22			
																		'UHRF1BP1'	0.22			
																		'PUS1'	0.22			
																		'SEC22C'	0.22			
																		'MFSD8'	0.22			
																		'MAOA'	0.22			
																		'CHKA'	0.22			
																		'THG1L'	0.22			
																		'ZYG11B'	0.22			
																		'MFSD6L'	0.22			
																		'GLT8D1'	0.22			
																		'MCOLN3'	0.22			
																		'GCFC2'	0.22			
																		'F8A1.uid_13426'	0.22			
																		'DYRK3'	0.22			
																		'C15orf52'	0.22			
																		'DTYMK'	0.22			
																		'LOC100507557'	0.22			
																		'MIS12'	0.22			
																		'MAP3K3'	0.22			
																		'NXT1'	0.22			
																		'MED13'	0.22			
																		'PRORSD1P'	0.22			
																		'KIAA1522'	0.22			
																		'BOC'	0.22			
																		'TRAF3IP1'	0.22			
																		'TMEM136'	0.22			
																		'OR7E14P'	0.22			
																		'AZI2'	0.22			
																		'MTMR12'	0.22			
																		'LSM4'	0.22			
																		'ANKRD28'	0.22			
																		'S1PR2'	0.22			
																		'TRIM33'	0.22			
																		'GUSBP4'	0.22			
																		'KIAA1614'	0.22			
																		'LSG1'	0.22			
																		'KIAA2018'	0.22			
																		'GPR3'	0.22			
																		'NBR1'	0.22			
																		'COX7A1'	0.22			
																		'RNF146'	0.22			
																		'RIOK3'	0.22			
																		'PTGDR2'	0.22			
																		'LOC100287592'	0.22			
																		'GPBP1L1'	0.22			
																		'SLC25A37'	0.22			
																		'ADSS'	0.22			
																		'MYO5A'	0.22			
																		'TAF5'	0.22			
																		'PARVA'	0.22			
																		'KDM1A'	0.22			
																		'JOSD1'	0.22			
																		'EXOC4'	0.22			
																		'PHKA1'	0.22			
																		'LOC155060'	0.22			
																		'MPP5'	0.22			
																		'FGD1'	0.22			
																		'TMCC3'	0.22			
																		'PHYHIPL'	0.22			
																		'SSFA2'	0.22			
																		'PTENP1'	0.22			
																		'CCBL2'	0.22			
																		'FAM178A'	0.22			
																		'SLC4A1AP'	0.22			
																		'ROCK1'	0.22			
																		'YBX1'	0.22			
																		'TBCK'	0.22			
																		'PHTF2'	0.22			
																		'CECR6'	0.22			
																		'TXNDC15'	0.22			
																		'PEAK1'	0.22			
																		'AMMECR1L'	0.22			
																		'CYP46A1'	0.22			
																		'CSNK1G3'	0.22			
																		'C3orf18'	0.22			
																		'PGAP1'	0.22			
																		'LOC728739'	0.22			
																		'NPHP1'	0.22			
																		'COG3'	0.22			
																		'MAP3K12'	0.22			
																		'NIN'	0.22			
